time,lasttime,lat,lng,speed,course,altitude,comment,Unit,hour,c,unit2
2018-08-26 06:14:00,2018-08-26 06:13:00,38.9587,-77.36039,6.0,181.0,,KN4MHS,RBC-SAG-11-ios,10.0,tab:purple,SAG-11
2018-08-26 06:14:00,2018-08-26 05:56:00,39.03,-77.4335,0.0,261.0,67.0,Reston Bike Club SAG-9 KG4TIH,RBCSAG-09,9.0,tab:cyan,SAG-09
2018-08-26 06:16:00,2018-08-26 05:56:00,39.03,-77.4335,0.0,261.0,67.0,Reston Bike Club SAG-9 KG4TIH,RBCSAG-09,9.0,tab:cyan,SAG-09
2018-08-26 06:16:00,2018-08-26 06:16:00,39.07983,-77.60417,0.0,191.0,128.0,RESTON BIKE EVENT SUPPORT,RBCSAG-04,10.0,tab:gray,SAG-04
2018-08-26 06:16:00,2018-08-26 06:13:00,38.9587,-77.36039,6.0,181.0,,KN4MHS,RBC-SAG-11-ios,10.0,tab:purple,SAG-11
2018-08-26 06:16:00,2018-08-26 06:16:00,38.95799,-77.35663000000002,2.0,19.0,122.0,KG4TIH Beacon #1,RBCSAG-01,10.0,tab:brown,SAG-01
2018-08-26 06:17:00,2018-08-26 06:16:00,39.07983,-77.60417,0.0,191.0,128.0,RESTON BIKE EVENT SUPPORT,RBCSAG-04,10.0,tab:gray,SAG-04
2018-08-26 06:17:00,2018-08-26 06:17:00,38.95791,-77.36041,20.0,132.0,,KN4MHS,RBC-SAG-11-ios,10.0,tab:purple,SAG-11
2018-08-26 06:17:00,2018-08-26 06:16:00,38.95799,-77.35663000000002,2.0,19.0,122.0,KG4TIH Beacon #1,RBCSAG-01,10.0,tab:brown,SAG-01
2018-08-26 06:17:00,2018-08-26 05:56:00,39.03,-77.4335,0.0,261.0,67.0,Reston Bike Club SAG-9 KG4TIH,RBCSAG-09,9.0,tab:cyan,SAG-09
2018-08-26 06:18:00,2018-08-26 06:16:00,39.07983,-77.60417,0.0,191.0,128.0,RESTON BIKE EVENT SUPPORT,RBCSAG-04,10.0,tab:gray,SAG-04
2018-08-26 06:18:00,2018-08-26 06:18:00,38.95773,-77.35705,7.0,135.0,171.0,KG4TIH Beacon #1,RBCSAG-01,10.0,tab:brown,SAG-01
2018-08-26 06:18:00,2018-08-26 06:18:00,38.95791,-77.35873000000002,0.0,89.0,,KN4MHS,RBC-SAG-11-ios,10.0,tab:purple,SAG-11
2018-08-26 06:18:00,2018-08-26 05:56:00,39.03,-77.4335,0.0,261.0,67.0,Reston Bike Club SAG-9 KG4TIH,RBCSAG-09,9.0,tab:cyan,SAG-09
2018-08-26 06:20:00,2018-08-26 06:20:00,38.95775,-77.35691,0.0,182.0,,KN4MHS,RBC-SAG-11-ios,10.0,tab:purple,SAG-11
2018-08-26 06:20:00,2018-08-26 06:20:00,38.95787,-77.35696,2.0,35.0,89.0,KG4TIH Beacon #1,RBCSAG-01,10.0,tab:brown,SAG-01
2018-08-26 06:20:00,2018-08-26 06:20:00,39.0295,-77.43517,0.0,178.0,67.0,Reston Bike Club SAG-9 KG4TIH,RBCSAG-09,10.0,tab:cyan,SAG-09
2018-08-26 06:20:00,2018-08-26 06:16:00,39.07983,-77.60417,0.0,191.0,128.0,RESTON BIKE EVENT SUPPORT,RBCSAG-04,10.0,tab:gray,SAG-04
2018-08-26 06:22:00,2018-08-26 06:20:00,39.0295,-77.43517,0.0,178.0,67.0,Reston Bike Club SAG-9 KG4TIH,RBCSAG-09,10.0,tab:cyan,SAG-09
2018-08-26 06:22:00,2018-08-26 06:22:00,38.95895,-77.35675,2.0,0.0,-4.0,KG4TIH Beacon #1,RBCSAG-01,10.0,tab:brown,SAG-01
2018-08-26 06:22:00,2018-08-26 06:20:00,38.95775,-77.35691,0.0,182.0,,KN4MHS,RBC-SAG-11-ios,10.0,tab:purple,SAG-11
2018-08-26 06:22:00,2018-08-26 06:16:00,39.07983,-77.60417,0.0,191.0,128.0,RESTON BIKE EVENT SUPPORT,RBCSAG-04,10.0,tab:gray,SAG-04
2018-08-26 06:24:00,2018-08-26 06:20:00,38.95775,-77.35691,0.0,182.0,,KN4MHS,RBC-SAG-11-ios,10.0,tab:purple,SAG-11
2018-08-26 06:24:00,2018-08-26 06:24:00,38.95596,-77.3567,2.0,359.0,225.0,KG4TIH Beacon #1,RBCSAG-01,10.0,tab:brown,SAG-01
2018-08-26 06:24:00,2018-08-26 06:16:00,39.07983,-77.60417,0.0,191.0,128.0,RESTON BIKE EVENT SUPPORT,RBCSAG-04,10.0,tab:gray,SAG-04
2018-08-26 06:24:00,2018-08-26 06:24:00,39.02767,-77.43633,28.0,156.0,67.0,Reston Bike Club SAG-9 KG4TIH,RBCSAG-09,10.0,tab:cyan,SAG-09
2018-08-26 06:25:00,2018-08-26 06:25:00,38.95782,-77.35725,14.0,142.0,,KN4MHS,RBC-SAG-11-ios,10.0,tab:purple,SAG-11
2018-08-26 06:25:00,2018-08-26 06:24:00,39.02767,-77.43633,28.0,156.0,67.0,Reston Bike Club SAG-9 KG4TIH,RBCSAG-09,10.0,tab:cyan,SAG-09
2018-08-26 06:25:00,2018-08-26 06:24:00,38.95596,-77.3567,2.0,359.0,225.0,KG4TIH Beacon #1,RBCSAG-01,10.0,tab:brown,SAG-01
2018-08-26 06:25:00,2018-08-26 06:16:00,39.07983,-77.60417,0.0,191.0,128.0,RESTON BIKE EVENT SUPPORT,RBCSAG-04,10.0,tab:gray,SAG-04
2018-08-26 06:26:00,2018-08-26 06:16:00,39.07983,-77.60417,0.0,191.0,128.0,RESTON BIKE EVENT SUPPORT,RBCSAG-04,10.0,tab:gray,SAG-04
