"PT_NUMBER","PLANT","SRC_UNIT","NUCLIDE","ACTIVITY","ACT_UNITS","Max0Avg1Sum2","NUCTYPEIMPTYPE","SOURCE","STARTDATE","ENDDATE","DURATION_MIN","FLOW_RATE","FLOW_UNITS","REL_VOL","REL_UNITS","RELEASE_SOURCE","DISCHARGE_POINT","REL_MODE_OR_DIL","IS_MDA","BATCHORCONT","ALLOCATION_PERCENT"
2016047,"Byron","Unit 1","H-3","4.84E-07","uCi/cc","NA","","",2/8/2016 3:30:00,2/8/2016 4:28:00,58.00,"1.51E+03","cfm","8.76E+04","cf","Unit 1 Containment Purge","Unit 1 Containment Purge","ground","","B",100
2016047,"Byron","Unit 1","CO-58","2.26E-06","uCi/ml","NA","","",5/20/2016 12:15:00,5/20/2016 13:16:00,61.00,"3.56E+02","gpm","2.17E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016047,"Byron","Unit 1","CO-60","2.73E-07","uCi/ml","NA","","",5/20/2016 12:15:00,5/20/2016 13:16:00,61.00,"3.56E+02","gpm","2.17E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016047,"Byron","Unit 1","CR-51","7.52E-07","uCi/ml","NA","","",5/20/2016 12:15:00,5/20/2016 13:16:00,61.00,"3.56E+02","gpm","2.17E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016047,"Byron","Unit 1","FE-59","1.73E-07","uCi/ml","NA","","",5/20/2016 12:15:00,5/20/2016 13:16:00,61.00,"3.56E+02","gpm","2.17E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016047,"Byron","Unit 1","H-3","1.04E-01","uCi/ml","NA","","",5/20/2016 12:15:00,5/20/2016 13:16:00,61.00,"3.56E+02","gpm","2.17E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016047,"Byron","Unit 1","NB-95","1.52E-07","uCi/ml","NA","","",5/20/2016 12:15:00,5/20/2016 13:16:00,61.00,"3.56E+02","gpm","2.17E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016047,"Byron","Unit 1","TE-123M","3.15E-08","uCi/ml","NA","","",5/20/2016 12:15:00,5/20/2016 13:16:00,61.00,"3.56E+02","gpm","2.17E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016048,"Byron","Unit 2","H-3","4.85E-07","uCi/cc","NA","","",2/14/2016 20:12:00,2/14/2016 20:54:00,42.00,"1.31E+03","cfm","5.52E+04","cf","Unit 2 Containment Purge","Unit 2 Containment Purge","ground","","B",100
2016048,"Byron","Unit 1","CO-58","1.29E-06","uCi/ml","NA","","",5/25/2016 2:20:00,5/25/2016 3:14:00,54.00,"4.14E+02","gpm","2.23E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016048,"Byron","Unit 1","CO-60","1.39E-07","uCi/ml","NA","","",5/25/2016 2:20:00,5/25/2016 3:14:00,54.00,"4.14E+02","gpm","2.23E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016048,"Byron","Unit 1","CR-51","3.99E-07","uCi/ml","NA","","",5/25/2016 2:20:00,5/25/2016 3:14:00,54.00,"4.14E+02","gpm","2.23E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016048,"Byron","Unit 1","H-3","7.49E-02","uCi/ml","NA","","",5/25/2016 2:20:00,5/25/2016 3:14:00,54.00,"4.14E+02","gpm","2.23E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016048,"Byron","Unit 1","TE-123M","4.65E-08","uCi/ml","NA","","",5/25/2016 2:20:00,5/25/2016 3:14:00,54.00,"4.14E+02","gpm","2.23E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016049,"Byron","Unit 1","H-3","4.99E-07","uCi/cc","NA","","",2/11/2016 2:04:00,2/11/2016 3:00:00,56.00,"1.56E+03","cfm","8.74E+04","cf","Unit 1 Containment Purge","Unit 1 Containment Purge","ground","","B",100
2016049,"Byron","Unit 1","CO-58","1.10E-06","uCi/ml","NA","","",6/2/2016 16:07:00,6/2/2016 17:06:00,59.00,"3.69E+02","gpm","2.18E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016049,"Byron","Unit 1","CO-60","1.34E-07","uCi/ml","NA","","",6/2/2016 16:07:00,6/2/2016 17:06:00,59.00,"3.69E+02","gpm","2.18E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016049,"Byron","Unit 1","FE-59","6.90E-08","uCi/ml","NA","","",6/2/2016 16:07:00,6/2/2016 17:06:00,59.00,"3.69E+02","gpm","2.18E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016049,"Byron","Unit 1","H-3","5.97E-02","uCi/ml","NA","","",6/2/2016 16:07:00,6/2/2016 17:06:00,59.00,"3.69E+02","gpm","2.18E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016049,"Byron","Unit 1","NB-95","5.44E-08","uCi/ml","NA","","",6/2/2016 16:07:00,6/2/2016 17:06:00,59.00,"3.69E+02","gpm","2.18E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016049,"Byron","Unit 1","TE-123M","3.09E-08","uCi/ml","NA","","",6/2/2016 16:07:00,6/2/2016 17:06:00,59.00,"3.69E+02","gpm","2.18E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016050,"Byron","Unit 1","H-3","4.99E-07","uCi/cc","NA","","",2/14/2016 22:42:00,2/14/2016 23:43:00,61.00,"1.46E+03","cfm","8.92E+04","cf","Unit 1 Containment Purge","Unit 1 Containment Purge","ground","","B",100
2016051,"Byron","Unit 1","C-14","2.67E-09","uCi/cc","NA","","",2/1/2016 0:54:00,2/8/2016 0:40:00,10066.00,"1.10E+05","cfm","1.11E+09","cf","Unit 1 Stack","Unit 1 Stack","ground","","C",100
2016051,"Byron","Unit 1","H-3","3.08E-09","uCi/cc","NA","","",2/1/2016 0:54:00,2/8/2016 0:40:00,10066.00,"1.10E+05","cfm","1.11E+09","cf","Unit 1 Stack","Unit 1 Stack","ground","","C",100
2016051,"Byron","Unit 1","CO-58","9.58E-07","uCi/ml","NA","","",6/8/2016 22:17:00,6/8/2016 23:09:00,52.00,"4.31E+02","gpm","2.24E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016051,"Byron","Unit 1","CO-60","1.65E-07","uCi/ml","NA","","",6/8/2016 22:17:00,6/8/2016 23:09:00,52.00,"4.31E+02","gpm","2.24E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016051,"Byron","Unit 1","CR-51","2.15E-07","uCi/ml","NA","","",6/8/2016 22:17:00,6/8/2016 23:09:00,52.00,"4.31E+02","gpm","2.24E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016051,"Byron","Unit 1","H-3","4.30E-02","uCi/ml","NA","","",6/8/2016 22:17:00,6/8/2016 23:09:00,52.00,"4.31E+02","gpm","2.24E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016051,"Byron","Unit 1","MN-54","4.61E-08","uCi/ml","NA","","",6/8/2016 22:17:00,6/8/2016 23:09:00,52.00,"4.31E+02","gpm","2.24E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016052,"Byron","Unit 2","C-14","1.78E-09","uCi/cc","NA","","",2/1/2016 0:56:00,2/8/2016 0:43:00,10067.00,"1.61E+05","cfm","1.62E+09","cf","Unit 2 Stack","Unit 2 Stack","ground","","C",100
2016052,"Byron","Unit 2","H-3","2.57E-08","uCi/cc","NA","","",2/1/2016 0:56:00,2/8/2016 0:43:00,10067.00,"1.61E+05","cfm","1.62E+09","cf","Unit 2 Stack","Unit 2 Stack","ground","","C",100
2016052,"Byron","Unit 1","CO-57","3.25E-08","uCi/ml","NA","","",6/23/2016 21:26:00,6/23/2016 22:25:00,59.00,"3.73E+02","gpm","2.20E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016052,"Byron","Unit 1","CO-58","1.97E-06","uCi/ml","NA","","",6/23/2016 21:26:00,6/23/2016 22:25:00,59.00,"3.73E+02","gpm","2.20E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016052,"Byron","Unit 1","CO-60","1.37E-07","uCi/ml","NA","","",6/23/2016 21:26:00,6/23/2016 22:25:00,59.00,"3.73E+02","gpm","2.20E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016052,"Byron","Unit 1","H-3","4.77E-02","uCi/ml","NA","","",6/23/2016 21:26:00,6/23/2016 22:25:00,59.00,"3.73E+02","gpm","2.20E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016053,"Byron","Unit 1","XE-133","1.56E+04","uCi/cc","NA","","",1/23/2016 9:44:00,1/23/2016 9:51:00,7.00,"5.05E-06","cfm","3.53E-05","cf","Unit 1 Stack","Unit 1 Stack","ground","","C",100
2016053,"Byron","Unit 1","CO-58","1.87E-06","uCi/ml","NA","","",6/28/2016 20:38:00,6/28/2016 21:34:00,56.00,"4.05E+02","gpm","2.27E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016053,"Byron","Unit 1","CO-60","1.60E-07","uCi/ml","NA","","",6/28/2016 20:38:00,6/28/2016 21:34:00,56.00,"4.05E+02","gpm","2.27E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016053,"Byron","Unit 1","H-3","4.10E-02","uCi/ml","NA","","",6/28/2016 20:38:00,6/28/2016 21:34:00,56.00,"4.05E+02","gpm","2.27E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016054,"Byron","Unit 2","XE-133","1.56E+04","uCi/cc","NA","","",1/23/2016 9:44:00,1/23/2016 9:51:00,7.00,"5.05E-06","cfm","3.53E-05","cf","Unit 2 Stack","Unit 2 Stack","ground","","C",100
2016055,"Byron","Unit 1","H-3","4.59E-07","uCi/cc","NA","","",2/13/2016 20:24:00,2/13/2016 21:40:00,76.00,"1.50E+03","cfm","1.14E+05","cf","Unit 1 Containment Purge","Unit 1 Containment Purge","ground","","B",100
2016055,"Byron","Unit 1","CO-58","1.87E-06","uCi/ml","NA","","",7/2/2016 0:07:00,7/2/2016 3:20:00,193.00,"1.20E+02","gpm","2.32E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016055,"Byron","Unit 1","CO-60","1.62E-07","uCi/ml","NA","","",7/2/2016 0:07:00,7/2/2016 3:20:00,193.00,"1.20E+02","gpm","2.32E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016055,"Byron","Unit 1","H-3","6.64E-02","uCi/ml","NA","","",7/2/2016 0:07:00,7/2/2016 3:20:00,193.00,"1.20E+02","gpm","2.32E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016056,"Byron","Unit 1","H-3","4.99E-07","uCi/cc","NA","","",2/17/2016 2:06:00,2/17/2016 2:49:00,43.00,"1.70E+03","cfm","7.30E+04","cf","Unit 1 Containment Purge","Unit 1 Containment Purge","ground","","B",100
2016057,"Byron","Unit 2","H-3","4.59E-07","uCi/cc","NA","","",2/17/2016 2:06:00,2/17/2016 2:56:00,50.00,"1.28E+03","cfm","6.41E+04","cf","Unit 2 Containment Purge","Unit 2 Containment Purge","ground","","B",100
2016057,"Byron","Unit 1","CO-58","1.83E-06","uCi/ml","NA","","",7/12/2016 21:17:00,7/12/2016 22:15:00,58.00,"3.61E+02","gpm","2.09E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016057,"Byron","Unit 1","CO-60","2.09E-07","uCi/ml","NA","","",7/12/2016 21:17:00,7/12/2016 22:15:00,58.00,"3.61E+02","gpm","2.09E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016057,"Byron","Unit 1","H-3","7.93E-02","uCi/ml","NA","","",7/12/2016 21:17:00,7/12/2016 22:15:00,58.00,"3.61E+02","gpm","2.09E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016058,"Byron","Unit 1","H-3","4.49E-07","uCi/cc","NA","","",2/18/2016 17:48:00,2/18/2016 18:59:00,71.00,"1.53E+03","cfm","1.09E+05","cf","Unit 1 Containment Purge","Unit 1 Containment Purge","ground","","B",100
2016059,"Byron","Unit 2","H-3","4.59E-07","uCi/cc","NA","","",2/18/2016 22:51:00,2/19/2016 0:08:00,77.00,"1.18E+03","cfm","9.12E+04","cf","Unit 2 Containment Purge","Unit 2 Containment Purge","ground","","B",100
2016060,"Byron","Unit 1","C-14","1.67E-09","uCi/cc","NA","","",2/8/2016 0:40:00,2/15/2016 0:48:00,10088.00,"1.79E+05","cfm","1.81E+09","cf","Unit 1 Stack","Unit 1 Stack","ground","","C",100
2016060,"Byron","Unit 1","H-3","2.43E-08","uCi/cc","NA","","",2/8/2016 0:40:00,2/15/2016 0:48:00,10088.00,"1.79E+05","cfm","1.81E+09","cf","Unit 1 Stack","Unit 1 Stack","ground","","C",100
2016060,"Byron","Unit 1","CO-58","2.58E-06","uCi/ml","NA","","",7/16/2016 3:35:00,7/16/2016 4:35:00,60.00,"3.38E+02","gpm","2.03E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016060,"Byron","Unit 1","CO-60","1.08E-06","uCi/ml","NA","","",7/16/2016 3:35:00,7/16/2016 4:35:00,60.00,"3.38E+02","gpm","2.03E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016060,"Byron","Unit 1","H-3","7.74E-02","uCi/ml","NA","","",7/16/2016 3:35:00,7/16/2016 4:35:00,60.00,"3.38E+02","gpm","2.03E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016060,"Byron","Unit 1","MN-54","1.14E-07","uCi/ml","NA","","",7/16/2016 3:35:00,7/16/2016 4:35:00,60.00,"3.38E+02","gpm","2.03E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016061,"Byron","Unit 2","C-14","7.72E-09","uCi/cc","NA","","",2/8/2016 0:43:00,2/15/2016 0:50:00,10087.00,"3.88E+04","cfm","3.91E+08","cf","Unit 2 Stack","Unit 2 Stack","ground","","C",100
2016061,"Byron","Unit 2","H-3","2.30E-08","uCi/cc","NA","","",2/8/2016 0:43:00,2/15/2016 0:50:00,10087.00,"3.88E+04","cfm","3.91E+08","cf","Unit 2 Stack","Unit 2 Stack","ground","","C",100
2016061,"Byron","Unit 1","CO-57","3.94E-08","uCi/ml","NA","","",7/21/2016 14:18:00,7/21/2016 15:28:00,70.00,"3.22E+02","gpm","2.25E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016061,"Byron","Unit 1","CO-58","2.98E-06","uCi/ml","NA","","",7/21/2016 14:18:00,7/21/2016 15:28:00,70.00,"3.22E+02","gpm","2.25E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016061,"Byron","Unit 1","CO-60","9.88E-07","uCi/ml","NA","","",7/21/2016 14:18:00,7/21/2016 15:28:00,70.00,"3.22E+02","gpm","2.25E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016061,"Byron","Unit 1","CR-51","3.30E-07","uCi/ml","NA","","",7/21/2016 14:18:00,7/21/2016 15:28:00,70.00,"3.22E+02","gpm","2.25E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016061,"Byron","Unit 1","H-3","1.51E-01","uCi/ml","NA","","",7/21/2016 14:18:00,7/21/2016 15:28:00,70.00,"3.22E+02","gpm","2.25E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016061,"Byron","Unit 1","NB-95","7.52E-08","uCi/ml","NA","","",7/21/2016 14:18:00,7/21/2016 15:28:00,70.00,"3.22E+02","gpm","2.25E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016061,"Byron","Unit 1","ZN-69M","2.90E-08","uCi/ml","NA","","",7/21/2016 14:18:00,7/21/2016 15:28:00,70.00,"3.22E+02","gpm","2.25E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016062,"Byron","Unit 1","H-3","4.19E-07","uCi/cc","NA","","",2/22/2016 16:42:00,2/22/2016 17:48:00,66.00,"1.59E+03","cfm","1.05E+05","cf","Unit 1 Containment Purge","Unit 1 Containment Purge","ground","","B",100
2016062,"Byron","Unit 1","CO-58","9.30E-07","uCi/ml","NA","","",7/27/2016 2:35:00,7/27/2016 3:35:00,60.00,"3.62E+02","gpm","2.17E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016062,"Byron","Unit 1","CO-60","3.57E-07","uCi/ml","NA","","",7/27/2016 2:35:00,7/27/2016 3:35:00,60.00,"3.62E+02","gpm","2.17E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016062,"Byron","Unit 1","H-3","1.03E-01","uCi/ml","NA","","",7/27/2016 2:35:00,7/27/2016 3:35:00,60.00,"3.62E+02","gpm","2.17E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016063,"Byron","Unit 1","H-3","4.19E-07","uCi/cc","NA","","",2/24/2016 8:28:00,2/24/2016 9:36:00,68.00,"1.60E+03","cfm","1.09E+05","cf","Unit 1 Containment Purge","Unit 1 Containment Purge","ground","","B",100
2016063,"Byron","Unit 1","CO-58","1.25E-06","uCi/ml","NA","","",7/28/2016 22:18:00,7/28/2016 23:17:00,59.00,"3.77E+02","gpm","2.22E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016063,"Byron","Unit 1","CO-60","2.84E-07","uCi/ml","NA","","",7/28/2016 22:18:00,7/28/2016 23:17:00,59.00,"3.77E+02","gpm","2.22E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016063,"Byron","Unit 1","H-3","8.70E-02","uCi/ml","NA","","",7/28/2016 22:18:00,7/28/2016 23:17:00,59.00,"3.77E+02","gpm","2.22E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016064,"Byron","Unit 1","H-3","4.19E-07","uCi/cc","NA","","",2/20/2016 5:07:00,2/20/2016 5:53:00,46.00,"1.69E+03","cfm","7.77E+04","cf","Unit 1 Containment Purge","Unit 1 Containment Purge","ground","","B",100
2016064,"Byron","Unit 1","H-3","5.42E-07","uCi/ml","NA","","",7/1/2016 0:00:00,8/1/2016 0:00:00,44640.00,"1.50E+04","gpm","6.69E+08","gal","Circulating Water Blowdown","Circulating Water Blowdown","Liquid","","C",100
2016065,"Byron","Unit 2","H-3","3.88E-07","uCi/cc","NA","","",3/3/2016 8:36:00,3/3/2016 9:30:00,54.00,"1.52E+03","cfm","8.18E+04","cf","Unit 2 Containment Purge","Unit 2 Containment Purge","ground","","B",100
2016065,"Byron","Unit 1","CO-58","1.02E-06","uCi/ml","NA","","",8/4/2016 22:33:00,8/4/2016 23:27:00,54.00,"4.04E+02","gpm","2.18E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016065,"Byron","Unit 1","CO-60","2.04E-07","uCi/ml","NA","","",8/4/2016 22:33:00,8/4/2016 23:27:00,54.00,"4.04E+02","gpm","2.18E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016065,"Byron","Unit 1","H-3","6.64E-02","uCi/ml","NA","","",8/4/2016 22:33:00,8/4/2016 23:27:00,54.00,"4.04E+02","gpm","2.18E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016066,"Byron","Unit 2","H-3","3.88E-07","uCi/cc","NA","","",2/23/2016 3:22:00,2/23/2016 4:46:00,84.00,"1.23E+03","cfm","1.03E+05","cf","Unit 2 Containment Purge","Unit 2 Containment Purge","ground","","B",100
2016066,"Byron","Unit 1","CO-58","8.34E-07","uCi/ml","NA","","",8/10/2016 21:59:00,8/10/2016 22:55:00,56.00,"3.99E+02","gpm","2.24E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016066,"Byron","Unit 1","CO-60","8.76E-08","uCi/ml","NA","","",8/10/2016 21:59:00,8/10/2016 22:55:00,56.00,"3.99E+02","gpm","2.24E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016066,"Byron","Unit 1","H-3","6.57E-02","uCi/ml","NA","","",8/10/2016 21:59:00,8/10/2016 22:55:00,56.00,"3.99E+02","gpm","2.24E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016067,"Byron","Unit 2","H-3","3.88E-07","uCi/cc","NA","","",2/24/2016 9:15:00,2/24/2016 10:31:00,76.00,"9.65E+02","cfm","7.34E+04","cf","Unit 2 Containment Purge","Unit 2 Containment Purge","ground","","B",100
2016067,"Byron","Unit 1","CO-58","8.03E-07","uCi/ml","NA","","",8/16/2016 23:50:00,8/17/2016 0:59:00,69.00,"3.15E+02","gpm","2.17E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016067,"Byron","Unit 1","CO-60","9.34E-08","uCi/ml","NA","","",8/16/2016 23:50:00,8/17/2016 0:59:00,69.00,"3.15E+02","gpm","2.17E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016067,"Byron","Unit 1","H-3","1.23E-01","uCi/ml","NA","","",8/16/2016 23:50:00,8/17/2016 0:59:00,69.00,"3.15E+02","gpm","2.17E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016068,"Byron","Unit 1","H-3","0.00E+00","uCi/cc","NA","","",2/23/2016 23:10:00,2/24/2016 2:00:00,170.00,"2.89E+00","cfm","4.91E+02","cf","Waste Gas Decay Tank (A-F)","Waste Gas Decay Tank (A-F)","ground","","B",100
2016068,"Byron","Unit 1","XE-133","6.93E-06","uCi/cc","NA","","",2/23/2016 23:10:00,2/24/2016 2:00:00,170.00,"2.89E+00","cfm","4.91E+02","cf","Waste Gas Decay Tank (A-F)","Waste Gas Decay Tank (A-F)","ground","","B",100
2016068,"Byron","Unit 1","CO-58","8.08E-07","uCi/ml","NA","","",8/20/2016 20:04:00,8/20/2016 21:42:00,98.00,"2.26E+02","gpm","2.22E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016068,"Byron","Unit 1","CO-60","1.16E-07","uCi/ml","NA","","",8/20/2016 20:04:00,8/20/2016 21:42:00,98.00,"2.26E+02","gpm","2.22E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016068,"Byron","Unit 1","H-3","1.62E-01","uCi/ml","NA","","",8/20/2016 20:04:00,8/20/2016 21:42:00,98.00,"2.26E+02","gpm","2.22E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016069,"Byron","Unit 1","C-14","1.67E-09","uCi/cc","NA","","",2/15/2016 0:48:00,2/22/2016 0:52:00,10084.00,"1.79E+05","cfm","1.81E+09","cf","Unit 1 Stack","Unit 1 Stack","ground","","C",100
2016069,"Byron","Unit 1","H-3","1.99E-09","uCi/cc","NA","","",2/15/2016 0:48:00,2/22/2016 0:52:00,10084.00,"1.79E+05","cfm","1.81E+09","cf","Unit 1 Stack","Unit 1 Stack","ground","","C",100
2016069,"Byron","Unit 1","CO-58","5.67E-07","uCi/ml","NA","","",8/23/2016 22:25:00,8/23/2016 23:57:00,92.00,"2.35E+02","gpm","2.17E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016069,"Byron","Unit 1","CO-60","1.11E-07","uCi/ml","NA","","",8/23/2016 22:25:00,8/23/2016 23:57:00,92.00,"2.35E+02","gpm","2.17E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016069,"Byron","Unit 1","H-3","1.67E-01","uCi/ml","NA","","",8/23/2016 22:25:00,8/23/2016 23:57:00,92.00,"2.35E+02","gpm","2.17E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016070,"Byron","Unit 2","C-14","1.80E-09","uCi/cc","NA","","",2/15/2016 0:50:00,2/21/2016 21:15:00,9865.00,"1.67E+05","cfm","1.65E+09","cf","Unit 2 Stack","Unit 2 Stack","ground","","C",100
2016070,"Byron","Unit 2","H-3","1.45E-08","uCi/cc","NA","","",2/15/2016 0:50:00,2/21/2016 21:15:00,9865.00,"1.67E+05","cfm","1.65E+09","cf","Unit 2 Stack","Unit 2 Stack","ground","","C",100
2016070,"Byron","Unit 1","CO-58","7.14E-07","uCi/ml","NA","","",8/29/2016 21:33:00,8/29/2016 22:40:00,67.00,"3.30E+02","gpm","2.21E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016070,"Byron","Unit 1","CO-60","1.31E-07","uCi/ml","NA","","",8/29/2016 21:33:00,8/29/2016 22:40:00,67.00,"3.30E+02","gpm","2.21E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016070,"Byron","Unit 1","H-3","1.26E-01","uCi/ml","NA","","",8/29/2016 21:33:00,8/29/2016 22:40:00,67.00,"3.30E+02","gpm","2.21E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016071,"Byron","Unit 2","C-14","1.78E-09","uCi/cc","NA","","",2/21/2016 21:15:00,2/22/2016 11:08:00,833.00,"1.68E+05","cfm","1.40E+08","cf","Unit 2 Stack","Unit 2 Stack","ground","","C",100
2016071,"Byron","Unit 2","H-3","1.45E-08","uCi/cc","NA","","",2/21/2016 21:15:00,2/22/2016 11:08:00,833.00,"1.68E+05","cfm","1.40E+08","cf","Unit 2 Stack","Unit 2 Stack","ground","","C",100
2016071,"Byron","Unit 1","CO-58","1.22E-06","uCi/ml","NA","","",9/2/2016 1:55:00,9/2/2016 2:45:00,50.00,"4.44E+02","gpm","2.22E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016071,"Byron","Unit 1","CO-60","1.80E-07","uCi/ml","NA","","",9/2/2016 1:55:00,9/2/2016 2:45:00,50.00,"4.44E+02","gpm","2.22E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016071,"Byron","Unit 1","H-3","9.11E-02","uCi/ml","NA","","",9/2/2016 1:55:00,9/2/2016 2:45:00,50.00,"4.44E+02","gpm","2.22E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
2016072,"Byron","Unit 1","H-3","5.75E-07","uCi/cc","NA","","",2/27/2016 23:56:00,2/28/2016 1:08:00,72.00,"1.32E+03","cfm","9.51E+04","cf","Unit 1 Containment Purge","Unit 1 Containment Purge","ground","","B",100
2016072,"Byron","Unit 1","H-3","3.36E-06","uCi/ml","NA","","",8/1/2016 0:00:00,9/1/2016 0:00:00,44640.00,"1.50E+04","gpm","6.71E+08","gal","Circulating Water Blowdown","Circulating Water Blowdown","Liquid","","C",100
2016073,"Byron","Unit 2","AR-41","7.52E-07","uCi/cc","NA","","",2/27/2016 23:54:00,2/28/2016 1:35:00,101.00,"1.18E+03","cfm","1.19E+05","cf","Unit 2 Containment Purge","Unit 2 Containment Purge","ground","","B",100
2016073,"Byron","Unit 2","H-3","3.96E-07","uCi/cc","NA","","",2/27/2016 23:54:00,2/28/2016 1:35:00,101.00,"1.18E+03","cfm","1.19E+05","cf","Unit 2 Containment Purge","Unit 2 Containment Purge","ground","","B",100
2016073,"Byron","Unit 1","CO-58","1.84E-06","uCi/ml","NA","","",9/10/2016 16:42:00,9/10/2016 19:01:00,139.00,"1.60E+02","gpm","2.22E+04","gal","Liquid Release Tank","Liquid Release Tank","Liquid","","B",100
